"קוד עיר","שם עיר","קוד רחוב","שם רחוב"
"5000","תל אביב-יפו","1237","בר הופמן"
"5000","תל אביב-יפו","1238","אוארבך"
"5000","תל אביב-יפו","1239","קומפרט"
"5000","תל אביב-יפו","1256","צריפין"
"5000","תל אביב-יפו","1257","המשור"
"5000","תל אביב-יפו","1258","המחוגה"
"5000","תל אביב-יפו","1259","חצרים"
"5000","תל אביב-יפו","1260","הנגרים"
"5000","תל אביב-יפו","1261","מעון"
"5000","תל אביב-יפו","104283","3890"
"5000","תל אביב-יפו","104297","אנדרי סחרוב"
"5000","תל אביב-יפו","104298","יצחק פרלשטיין"
"5000","תל אביב-יפו","104299","פסיה ויעקב פרלשטיין"
"5000","תל אביב-יפו","104300","רבי רפאל פוזיילוב"
"5000","תל אביב-יפו","104301","רויזמן"
"5000","תל אביב-יפו","104302","רח 3335"
"5000","תל אביב-יפו","104303","רח 3361"
"5000","תל אביב-יפו","104304","רח 3362"
"5000","תל אביב-יפו","104305","רח 3813"
"5000","תל אביב-יפו","104306","רח 589"
"5000","תל אביב-יפו","104307","יונתן רטוש"
"5000","תל אביב-יפו","103827","אנגר"
"5000","תל אביב-יפו","103829","יעקב מוזר"
"5000","תל אביב-יפו","103877","ירוחם משל"
"5000","תל אביב-יפו","104374","רח 3920"
"5000","תל אביב-יפו","653","יגאל אלון"
"5000","תל אביב-יפו","654","תוצרת הארץ"
"5000","תל אביב-יפו","655","מנורת המאור"
"5000","תל אביב-יפו","656","ילקוט הרועים"
"5000","תל אביב-יפו","657","טירת צבי"
"5000","תל אביב-יפו","103747","אב"
"5000","תל אביב-יפו","103748","ילדי טהרן"
"5000","תל אביב-יפו","104034","פרופסור יחזקאל קויפמן"
"5000","תל אביב-יפו","104223","יוסף יקותיאלי"
"5000","תל אביב-יפו","104281","3629"
"5000","תל אביב-יפו","104282","3677"
"5000","תל אביב-יפו","104285","אדיל עאזר"
"5000","תל אביב-יפו","104286","עבד אל ראוף אל ביטאר"
"5000","תל אביב-יפו","104287","אספ''ר"
"5000","תל אביב-יפו","104288","יוסף הייקל"
"5000","תל אביב-יפו","104289","הרבסט"
"5000","תל אביב-יפו","104290","יוסף הרמלין"
"5000","תל אביב-יפו","104291","השיבולת"
"5000","תל אביב-יפו","104292","יעקב דורי"
"5000","תל אביב-יפו","104293","חי יששכרוב"
"5000","תל אביב-יפו","103414","יש""י וברכה אדלר"
"5000","תל אביב-יפו","103441","קרית עתידים"
"5000","תל אביב-יפו","103465","בת שבע דה רוטשילד"
"5000","תל אביב-יפו","103402","רח' 428"
"5000","תל אביב-יפו","103375","יהודה עמיחי"
"5000","תל אביב-יפו","104373","חנינא בן תרדיון"
"5000","תל אביב-יפו","2009","מוטה גור"
"5000","תל אביב-יפו","2010","עלומים"
"5000","תל אביב-יפו","103833","יהודה לייב הלוי ברסקי"
"5000","תל אביב-יפו","103835","מנדס פראנס"
"5000","תל אביב-יפו","103863","מאיר בינט"
"5000","תל אביב-יפו","103905","רציף העלייה השנייה"
"5000","תל אביב-יפו","104308","ד''ר משה שרמן"
"5000","תל אביב-יפו","104178","הבלונים"
"5000","תל אביב-יפו","104294","יוסף פופר לינקאוס"
"5000","תל אביב-יפו","104295","לא פעיל"
"5000","תל אביב-יפו","104296","מרד גטו ורשה"
"5000","תל אביב-יפו","103937","נגיב מחפוז"
"5000","תל אביב-יפו","103956","ק''ם"
"5000","תל אביב-יפו","103967","הרי ס.טרומן"
"5000","תל אביב-יפו","103977","מתתיהו שוהם"
"5000","תל אביב-יפו","103979","אלעזר בן עזריה"
"5000","תל אביב-יפו","103646","רח' 1194"
"5000","תל אביב-יפו","103647","רח' 1193"
"5000","תל אביב-יפו","103648","רח' 1272"
"5000","תל אביב-יפו","103649","רח' 1273"
"5000","תל אביב-יפו","103650","סר וינסטון צ'רצ'יל"
"5000","תל אביב-יפו","103374","אוסוולדו ארניה"
"5000","תל אביב-יפו","104693","הדרים"
"5000","תל אביב-יפו","104709","רח' 3408"
"5000","תל אביב-יפו","104712","זטורי"
"5000","תל אביב-יפו","104727","יעקוב טימן"
"5000","תל אביב-יפו","104728","עובדיה הנביא"
"5000","תל אביב-יפו","101491","דה לה ריינה יוסף"
"5000","תל אביב-יפו","1958","תל ברוך"
"5000","תל אביב-יפו","1943","מגדל שרשן"
"5000","תל אביב-יפו","1944","רפידים"
"5000","תל אביב-יפו","1945","גזית"
"5000","תל אביב-יפו","1946","יציץ"
"5000","תל אביב-יפו","1947","יפעת"
"5000","תל אביב-יפו","1948","מורשת"
"5000","תל אביב-יפו","1965","רוממה"
"5000","תל אביב-יפו","103422","רח' 2369"
"5000","תל אביב-יפו","103424","האלוף מרדכי הוד"
"5000","תל אביב-יפו","1138","שרעבי"
"5000","תל אביב-יפו","1139","שטיין"
"5000","תל אביב-יפו","1140","רוקח שמעון"
"5000","תל אביב-יפו","1141","סמ` בית הבד"
"5000","תל אביב-יפו","1142","דרך יפו ת""א"
"5000","תל אביב-יפו","1143","לשם"
"5000","תל אביב-יפו","1416","סמ` הגינה"
"5000","תל אביב-יפו","1417","מקוה ישראל"
"5000","תל אביב-יפו","1418","לבונטין"
"5000","תל אביב-יפו","1419","ברזילי"
"5000","תל אביב-יפו","1420","החשמל"
"5000","תל אביב-יפו","1421","רמח""ל"
"5000","תל אביב-יפו","1422","שד""ל"
"5000","תל אביב-יפו","1423","דה פיגוטו"
"5000","תל אביב-יפו","1424","גת רימון"
"5000","תל אביב-יפו","1425","הרכבת"
"5000","תל אביב-יפו","1410","סמ` האור"
"5000","תל אביב-יפו","1411","בצלאל יפה"
"5000","תל אביב-יפו","104040","הרב אלנקווה"
"5000","תל אביב-יפו","104118","ד''ר שמשון צ'רטוק"
"5000","תל אביב-יפו","376","הצבר"
"5000","תל אביב-יפו","648","הפרגים"
"5000","תל אביב-יפו","649","הרקפת"
"5000","תל אביב-יפו","650","תובל"
"5000","תל אביב-יפו","651","ינון"
"5000","תל אביב-יפו","652","הסוללים"
"5000","תל אביב-יפו","850","רח` 102"
"5000","תל אביב-יפו","851","הקברניט"
"5000","תל אביב-יפו","852","המפרש"
"5000","תל אביב-יפו","853","המשוט"
"5000","תל אביב-יפו","854","התורן"
"5000","תל אביב-יפו","855","רב החובל"
"5000","תל אביב-יפו","872","הספינה"
"5000","תל אביב-יפו","873","קדם"
"5000","תל אביב-יפו","874","המלחים"
"5000","תל אביב-יפו","875","נמל יפו"
"5000","תל אביב-יפו","876","שערי ניקנור"
"5000","תל אביב-יפו","877","העוגן"
"5000","תל אביב-יפו","441","כרמי"
"5000","תל אביב-יפו","442","כביר"
"5000","תל אביב-יפו","443","חנוך"
"5000","תל אביב-יפו","444","מבשר"
"5000","תל אביב-יפו","445","פלטיאל"
"5000","תל אביב-יפו","374","פליטי הספר"
"5000","תל אביב-יפו","375","הכלנית"
"5000","תל אביב-יפו","102803","2380"
"5000","תל אביב-יפו","102804","לא פעיל"
"5000","תל אביב-יפו","104050","שמעון סאמט"
"5000","תל אביב-יפו","1866","בת יפתח"
"5000","תל אביב-יפו","1867","המצביאים"
"5000","תל אביב-יפו","1868","ברק"
"5000","תל אביב-יפו","1885","צה""ל"
"5000","תל אביב-יפו","1886","מסקין אהרן"
"5000","תל אביב-יפו","1887","טורקוב"
"5000","תל אביב-יפו","1888","צמרינסקי ברוך"
"5000","תל אביב-יפו","1889","ברטונוב יהושע"
"5000","תל אביב-יפו","1890","פרידלנד צבי"
"5000","תל אביב-יפו","1891","שלונסקי"
"5000","תל אביב-יפו","1892","גליקסברג"
"5000","תל אביב-יפו","1893","דרזנר דב"
"5000","תל אביב-יפו","101463","הארגזים"
"5000","תל אביב-יפו","1523","לאונרדו דה וינצ'י"
"5000","תל אביב-יפו","1524","מאנה"
"5000","תל אביב-יפו","1525","אבן גבירול"
"5000","תל אביב-יפו","1526","בת שבע כצנלסון"
"5000","תל אביב-יפו","1527","דוליצקי"
"5000","תל אביב-יפו","1544","שד` שאול המלך"
"5000","תל אביב-יפו","1545","בריינין"
"5000","תל אביב-יפו","1546","שד` המלך דוד"
"5000","תל אביב-יפו","1681","יעל"
"5000","תל אביב-יפו","1682","רות"
"5000","תל אביב-יפו","841","הסנה"
"5000","תל אביב-יפו","1551","שטרוק"
"5000","תל אביב-יפו","1552","רמברנדט"
"5000","תל אביב-יפו","1553","חכמי קירואן"
"5000","תל אביב-יפו","1538","בלוך"
"5000","תל אביב-יפו","1539","פומבדיתא"
"5000","תל אביב-יפו","1540","נהרדעא"
"5000","תל אביב-יפו","1541","פישמן-מימון"
"5000","תל אביב-יפו","1543","סוטין"
"5000","תל אביב-יפו","1560","בצלאל"
"5000","תל אביב-יפו","1561","גליצנשטיין"
"5000","תל אביב-יפו","1562","מודיליאני"
"5000","תל אביב-יפו","1563","שילה"
"5000","תל אביב-יפו","1564","דפנה"
"5000","תל אביב-יפו","1565","התאנה"
"5000","תל אביב-יפו","1566","הזית"
"5000","תל אביב-יפו","1567","הגפן"
"5000","תל אביב-יפו","1568","הרימון"
"5000","תל אביב-יפו","1569","דרך מרדכי נמיר"
"5000","תל אביב-יפו","1554","התמר"
"5000","תל אביב-יפו","104792","רח' 1331"
"5000","תל אביב-יפו","103578","דוש"
"5000","תל אביב-יפו","93","גלוסקא"
"5000","תל אביב-יפו","94","סמ` גולי קניה"
"5000","תל אביב-יפו","95","ברקאי שמואל"
"5000","תל אביב-יפו","176","רח` כ""א"
"5000","תל אביב-יפו","1833","צמחי היהודים"
"5000","תל אביב-יפו","1834","טורטשינר"
"5000","תל אביב-יפו","1835","פטאי יוסף"
"5000","תל אביב-יפו","1836","כפר יונה"
"5000","תל אביב-יפו","1837","גרונימן"
"5000","תל אביב-יפו","1853","חיים לבנון"
"5000","תל אביב-יפו","1854","הרטגלס"
"5000","תל אביב-יפו","1855","סלואדור"
"5000","תל אביב-יפו","1856","לחובר"
"5000","תל אביב-יפו","1857","נח"
"5000","תל אביב-יפו","1858","ברודצקי"
"5000","תל אביב-יפו","1859","ברש"
"5000","תל אביב-יפו","1860","בלום"
"5000","תל אביב-יפו","1412","נחמני"
"5000","תל אביב-יפו","1413","מזא""ה"
"5000","תל אביב-יפו","56","פועה"
"5000","תל אביב-יפו","57","סוסקין אברהם"
"5000","תל אביב-יפו","58","נסאר ג`ורג`"
"5000","תל אביב-יפו","59","לוי יוסף"
"5000","תל אביב-יפו","60","מש` יעקב"
"5000","תל אביב-יפו","61","מש` שירה"
"5000","תל אביב-יפו","76","סמ` משמר הירדן"
"5000","תל אביב-יפו","77","רחבת מילאנו"
"5000","תל אביב-יפו","78","סמ` מולכו שלמה"
"5000","תל אביב-יפו","79","הזמיר"
"5000","תל אביב-יפו","80","בוני העיר"
"5000","תל אביב-יפו","81","סמ` באר שבע"
"5000","תל אביב-יפו","82","אבא קובנר"
"5000","תל אביב-יפו","83","חנה רובינא"
"5000","תל אביב-יפו","84","רופא המחתרות"
"5000","תל אביב-יפו","85","וינשל יעקב"
"5000","תל אביב-יפו","784","חיוג יהודה"
"5000","תל אביב-יפו","785","מלבים"
"5000","תל אביב-יפו","770","בן אשר"
"5000","תל אביב-יפו","771","סמ` עובד"
"5000","תל אביב-יפו","772","חובות הלבבות"
"5000","תל אביב-יפו","773","הראב""ע"
"5000","תל אביב-יפו","1041","רח` 198"
"5000","תל אביב-יפו","1026","רח` 200"
"5000","תל אביב-יפו","954","רח` 48"
"5000","תל אביב-יפו","955","רב האי גאון"
"5000","תל אביב-יפו","956","שבטי ישראל"
"5000","תל אביב-יפו","957","בעל התוספות"
"5000","תל אביב-יפו","958","ריש גלותא"
"5000","תל אביב-יפו","959","נועם"
"5000","תל אביב-יפו","734","מבקיעים"
"5000","תל אביב-יפו","1630","עטרות"
"5000","תל אביב-יפו","1559","ליפסקי"
"5000","תל אביב-יפו","1320","גבעת המורה"
"5000","תל אביב-יפו","1321","נופך"
"5000","תל אביב-יפו","1322","כהנשטם"
"5000","תל אביב-יפו","1323","גלוסקין"
"5000","תל אביב-יפו","1324","בלקינד"
"5000","תל אביב-יפו","1325","חברה חדשה"
"5000","תל אביב-יפו","1326","זכרון יעקב"
"5000","תל אביב-יפו","1327","קלי"
"5000","תל אביב-יפו","1328","זלוציסטי"
"5000","תל אביב-יפו","1329","פייבל"
"5000","תל אביב-יפו","1444","השומר"
"5000","תל אביב-יפו","1635","נחלאות"
"5000","תל אביב-יפו","1636","דבורה הנביאה"
"5000","תל אביב-יפו","1637","רוזוב"
"5000","תל אביב-יפו","1638","הנחושת"
"5000","תל אביב-יפו","1639","הארד"
"5000","תל אביב-יפו","1640","וולנברג ראול"
"5000","תל אביב-יפו","1625","הברזל"
"5000","תל אביב-יפו","1626","באסולה"
"5000","תל אביב-יפו","1627","הלמד הא"
"5000","תל אביב-יפו","1628","רמות נפתלי"
"5000","תל אביב-יפו","1629","רבדים"
"5000","תל אביב-יפו","104991","אליהו קשאק עמיקם"
"5000","תל אביב-יפו","105003","רח' 3922"
"5000","תל אביב-יפו","105004","רח' 3895"
"5000","תל אביב-יפו","1876","עיר שמש"
"5000","תל אביב-יפו","1877","מרגנית"
"5000","תל אביב-יפו","1878","אמנון ותמר"
"5000","תל אביב-יפו","1863","הרדוף"
"5000","תל אביב-יפו","1864","נורית"
"5000","תל אביב-יפו","1865","סביון"
"5000","תל אביב-יפו","1223","דיצה"
"5000","תל אביב-יפו","1240","תרצה"
"5000","תל אביב-יפו","100224","משה הלוי"
"5000","תל אביב-יפו","100233","עומרי"
"5000","תל אביב-יפו","100235","הרה''ג יחיא מחבוב"
"5000","תל אביב-יפו","100244","הרב מרק"
"5000","תל אביב-יפו","100245","דרך לוד"
